event_idx,group,day,date,start_time,end_time,duration_sec,behavior,initiator_id,receiver_id,ended_by,pen_location,linked,camera_id,video_filename,video_path,event_offset_sec,video_id,_primary_label
217,1,1,,13:57:05,13:57:07,2,tail,5681,5682,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706133001_20240706140001.mp4,1624.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown
221,1,1,,14:51:04,14:51:05,1,ear,5683,5682,receiver,front,True,7,N884A6_ch7_main_20240706143001_20240706150001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706143001_20240706150001.mp4,1263.0,n884a6_ch7_main_20240706143001_20240706150001.mp4,unknown
222,1,1,,14:56:28,14:56:36,8,ear,5683,5682,receiver,front,True,7,N884A6_ch7_main_20240706143001_20240706150001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706143001_20240706150001.mp4,1587.0,n884a6_ch7_main_20240706143001_20240706150001.mp4,unknown
252,1,1,,15:35:52,15:36:18,26,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,351.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
253,1,1,,15:37:18,15:37:21,3,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,437.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
254,1,1,,15:37:22,15:37:46,24,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,441.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
255,1,1,,15:37:51,15:37:53,2,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,470.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
256,1,1,,15:38:09,15:38:12,3,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,488.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
257,1,1,,15:38:14,15:38:17,3,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,493.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
258,1,1,,15:39:28,15:39:29,1,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,567.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
259,1,1,,15:39:45,15:39:47,2,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,584.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
260,1,1,,15:41:19,15:41:20,1,ear,5680,5681,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,678.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
261,1,1,,15:44:36,15:44:42,6,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,875.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
262,1,1,,15:44:54,15:44:55,1,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,893.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
263,1,1,,15:45:07,15:45:08,1,ear,5680,5683,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,906.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
264,1,1,,15:48:15,15:48:25,10,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,1094.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
265,1,1,,15:48:18,15:48:23,5,ear,5683,5684,initiator,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,1097.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
266,1,1,,15:49:16,15:49:18,2,ear,5680,5682,receiver,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,1155.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
267,1,1,,15:50:12,15:50:15,3,ear,5683,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,1211.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
268,1,1,,15:50:36,15:50:37,1,ear,5680,5684,initiator,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,1235.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
269,1,1,,15:55:17,15:56:21,64,ear,5683,5682,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706153001_20240706160001.mp4,1516.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown
273,1,1,,16:35:17,16:35:18,1,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,316.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
274,1,1,,16:35:30,16:35:48,18,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,329.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
275,1,1,,16:35:58,16:36:02,4,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,357.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
276,1,1,,16:36:05,16:36:12,7,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,364.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
277,1,1,,16:36:30,16:36:35,5,ear,5683,5680,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,389.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
278,1,1,,16:44:31,16:44:40,9,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,870.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
279,1,1,,16:44:50,16:44:58,8,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,889.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
280,1,1,,16:46:21,16:46:21,0,tail,5684,5682,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,980.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
281,1,1,,16:46:24,16:46:25,1,tail,5683,5682,initiator,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,983.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
282,1,1,,16:46:29,16:46:32,3,tail,5684,5683,interrupted,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,988.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
283,1,1,,16:46:37,16:46:39,2,tail,5683,5682,initiator,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,996.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
284,1,1,,16:48:09,16:48:27,18,tail,5684,6682,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,1088.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
285,1,1,,16:49:03,16:49:04,1,tail,5684,5682,initiator,back,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,1142.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
286,1,1,,16:52:39,16:52:46,7,ear,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,1358.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
287,1,1,,16:52:48,16:52:50,2,ear,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,1367.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
288,1,1,,16:54:24,16:54:26,2,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,1463.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
289,1,1,,16:57:22,16:57:33,11,ear,5684,5681,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706163001_20240706170001.mp4,1641.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown
290,1,1,,17:05:45,17:05:45,0,ear,5681,5680,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,344.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
291,1,1,,17:06:22,17:06:22,0,tail,5682,5680,initiator,back,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,381.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
292,1,1,,17:20:22,17:20:41,19,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,1221.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
293,1,1,,17:20:47,17:21:00,13,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,1246.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
294,1,1,,17:21:58,17:22:03,5,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,1317.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
295,1,1,,17:22:05,17:22:13,8,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,1324.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
296,1,1,,17:22:25,17:22:25,0,ear,5682,5680,initiator,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,1344.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
297,1,1,,17:22:36,17:22:37,1,ear,5680,5682,receiver,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,1355.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
298,1,1,,17:22:53,17:23:00,7,tail,5684,5681,receiver,back,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,1372.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
299,1,1,,17:24:27,17:24:27,0,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706170001_20240706173001.mp4,1466.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown
300,1,1,,17:33:27,17:33:31,4,ear,5684,5683,initiator,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,206.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
301,1,1,,17:33:48,17:33:52,4,ear,5684,5683,initiator,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,227.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
302,1,1,,17:34:06,17:34:32,26,ear,5684,5683,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,245.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
303,1,1,,17:34:35,17:34:38,3,ear,5684,5683,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,274.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
304,1,1,,17:38:55,17:39:01,6,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,534.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
305,1,1,,17:41:12,17:41:13,1,ear,5682,5684,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,671.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
306,1,1,,17:44:07,17:44:07,0,ear,5682,5683,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,846.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
307,1,1,,17:45:27,17:45:28,1,ear,5680,5684,receiver,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,926.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
308,1,1,,17:45:29,17:45:30,1,ear,5680,5684,initiator,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,928.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
309,1,1,,17:45:33,17:45:35,2,ear,5680,5684,initiator,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,932.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
310,1,1,,17:46:01,17:46:06,5,ear,5680,5684,receiver,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,960.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
311,1,1,,17:51:45,17:51:50,5,ear,5682,5680,initiator,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,1304.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
312,1,1,,17:54:15,17:54:17,2,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,1454.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
313,1,1,,17:54:37,17:54:39,2,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,1476.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
314,1,1,,17:54:53,17:54:53,0,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,1492.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
315,1,1,,17:58:12,17:58:28,16,ear,5682,5680,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 1/Cam 7/N884A6_ch7_main_20240706173001_20240706180001.mp4,1691.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown
334,1,4,2024-07-09,06:31:09,06:31:13,4,tail,5684,5683,initiator,front,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,69.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
335,1,4,2024-07-09,06:41:09,06:41:11,2,ear,5683,5684,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,669.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
336,1,4,2024-07-09,06:41:18,06:41:23,5,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,678.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
337,1,4,2024-07-09,06:42:00,06:42:14,14,ear,5684,5680,receiver,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,720.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
338,1,4,2024-07-09,06:42:27,06:42:40,13,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,747.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
339,1,4,2024-07-09,06:42:43,06:43:09,26,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,763.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
340,1,4,2024-07-09,06:43:16,06:43:16,0,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,796.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
341,1,4,2024-07-09,06:43:18,06:43:23,5,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,798.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
342,1,4,2024-07-09,06:43:28,06:43:28,0,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,808.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
343,1,4,2024-07-09,06:43:30,06:43:45,15,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,810.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
344,1,4,2024-07-09,06:43:49,06:43:50,1,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,829.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
345,1,4,2024-07-09,06:44:01,06:44:05,4,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,841.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
346,1,4,2024-07-09,06:44:15,06:44:28,13,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,855.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
347,1,4,2024-07-09,06:44:33,06:45:08,35,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,873.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
348,1,4,2024-07-09,06:45:17,06:45:21,4,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,917.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
349,1,4,2024-07-09,06:45:43,06:46:03,20,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,943.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
350,1,4,2024-07-09,06:46:06,06:46:30,24,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,966.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
351,1,4,2024-07-09,06:46:32,06:46:37,5,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709063000_20240709070000.mp4,992.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown
352,1,4,2024-07-09,07:27:08,07:27:09,1,ear,5682,5681,receiver,front,True,7,N884A6_ch7_main_20240709070000_20240709073000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709070000_20240709073000.mp4,1628.0,n884a6_ch7_main_20240709070000_20240709073000.mp4,unknown
353,1,4,2024-07-09,07:27:10,07:27:11,1,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709070000_20240709073000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709070000_20240709073000.mp4,1630.0,n884a6_ch7_main_20240709070000_20240709073000.mp4,unknown
