event_idx,group,day,date,start_time,end_time,duration_sec,behavior,initiator_id,receiver_id,ended_by,pen_location,linked,camera_id,video_filename,video_path,event_offset_sec
314,1,1,7/6/2024,17:54:53,17:54:53,0,ear,5682,5681,receiver,back,True,8,N884A6_ch8_main_20240706173002_20240706180002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706173002_20240706180002.mp4,1491.0
315,1,1,7/6/2024,17:58:12,17:58:28,16,ear,5682,5680,receiver,back,True,8,N884A6_ch8_main_20240706173002_20240706180002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706173002_20240706180002.mp4,1690.0
316,1,4,7/9/2024,6:02:07,6:02:10,3,teat,5684,5683,initiator,back,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,126.0
317,1,4,7/9/2024,6:04:21,6:04:21,0,tail,5684,5683,receiver,middle,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,260.0
318,1,4,7/9/2024,6:04:22,6:04:24,2,tail,5684,5683,receiver,middle,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,261.0
319,1,4,7/9/2024,6:05:23,6:05:31,8,ear,5684,5683,receiver,front,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,322.0
320,1,4,7/9/2024,6:05:36,6:05:37,1,tail,5683,5681,initiator,front,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,335.0
321,1,4,7/9/2024,6:05:36,6:05:39,3,ear,5684,5683,receiver,front,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,335.0
322,1,4,7/9/2024,6:07:29,6:07:30,1,ear,5683,5684,initiator,front,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,448.0
323,1,4,7/9/2024,6:07:51,6:07:52,1,ear,5683,5684,initiator,front,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,470.0
324,1,4,7/9/2024,6:15:03,6:15:03,0,ear,5681,5680,initiator,middle,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,902.0
325,1,4,7/9/2024,6:18:53,6:18:55,2,ear,5683,5684,receiver,front,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,1132.0
326,1,4,7/9/2024,6:20:20,6:20:30,10,ear,5683,5681,receiver,middle,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,1219.0
327,1,4,7/9/2024,6:20:34,6:20:37,3,ear,5683,5681,initiator,middle,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,1233.0
328,1,4,7/9/2024,6:20:39,6:20:42,3,ear,5683,5681,initiator,middle,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,1238.0
329,1,4,7/9/2024,6:20:45,6:20:49,4,ear,5683,5681,initiator,middle,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,1244.0
330,1,4,7/9/2024,6:20:50,6:20:53,3,ear,5683,5681,initiator,middle,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,1249.0
331,1,4,7/9/2024,6:27:01,6:27:02,1,ear,5684,5683,initiator,front,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,1620.0
332,1,4,7/9/2024,6:28:59,6:29:48,49,teat,5684,5683,initiator,front,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,1738.0
333,1,4,7/9/2024,6:30:00,6:30:58,58,teat,5684,5683,initiator,front,True,8,N884A6_ch8_main_20240709060001_20240709063001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709060001_20240709063001.mp4,1799.0
334,1,4,7/9/2024,6:31:09,6:31:13,4,tail,5684,5683,initiator,front,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,68.0
335,1,4,7/9/2024,6:41:09,6:41:11,2,ear,5683,5684,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,668.0
336,1,4,7/9/2024,6:41:18,6:41:23,5,ear,5684,5683,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,677.0
337,1,4,7/9/2024,6:42:00,6:42:14,14,ear,5684,5680,receiver,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,719.0
338,1,4,7/9/2024,6:42:27,6:42:40,13,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,746.0
339,1,4,7/9/2024,6:42:43,6:43:09,26,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,762.0
340,1,4,7/9/2024,6:43:16,6:43:16,0,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,795.0
341,1,4,7/9/2024,6:43:18,6:43:23,5,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,797.0
342,1,4,7/9/2024,6:43:28,6:43:28,0,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,807.0
343,1,4,7/9/2024,6:43:30,6:43:45,15,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,809.0
344,1,4,7/9/2024,6:43:49,6:43:50,1,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,828.0
345,1,4,7/9/2024,6:44:01,6:44:05,4,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,840.0
346,1,4,7/9/2024,6:44:15,6:44:28,13,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,854.0
347,1,4,7/9/2024,6:44:33,6:45:08,35,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,872.0
348,1,4,7/9/2024,6:45:17,6:45:21,4,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,916.0
349,1,4,7/9/2024,6:45:43,6:46:03,20,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,942.0
350,1,4,7/9/2024,6:46:06,6:46:30,24,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,965.0
351,1,4,7/9/2024,6:46:32,6:46:37,5,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240709063001_20240709070001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709063001_20240709070001.mp4,991.0
352,1,4,7/9/2024,7:27:08,7:27:09,1,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240709070001_20240709073001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709070001_20240709073001.mp4,1627.0
353,1,4,7/9/2024,7:27:10,7:27:11,1,ear,5682,5681,initiator,front,True,8,N884A6_ch8_main_20240709070001_20240709073001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709070001_20240709073001.mp4,1629.0
354,1,4,7/9/2024,7:27:53,7:27:57,4,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240709070001_20240709073001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709070001_20240709073001.mp4,1672.0
355,1,4,7/9/2024,7:29:34,7:29:35,1,ear,5681,5682,initiator,front,True,8,N884A6_ch8_main_20240709070001_20240709073001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709070001_20240709073001.mp4,1773.0
356,1,4,7/9/2024,7:31:59,7:32:01,2,ear,5683,5682,receiver,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,118.0
357,1,4,7/9/2024,7:32:04,7:32:15,11,ear,5683,5682,receiver,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,123.0
358,1,4,7/9/2024,7:33:07,7:33:08,1,tail,5681,5683,initiator,back,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,186.0
359,1,4,7/9/2024,7:33:15,7:33:16,1,tail,5681,5683,initiator,back,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,194.0
360,1,4,7/9/2024,7:33:35,7:33:35,0,teat,5681,5683,receiver,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,214.0
361,1,4,7/9/2024,7:35:45,7:35:46,1,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,344.0
362,1,4,7/9/2024,7:35:51,7:35:52,1,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,350.0
363,1,4,7/9/2024,7:36:06,7:36:08,2,ear,5683,5681,receiver,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,365.0
364,1,4,7/9/2024,7:37:10,7:37:13,3,tail,5681,5682,initiator,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,429.0
365,1,4,7/9/2024,7:37:21,7:37:28,7,tail,5681,5682,receiver,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,440.0
366,1,4,7/9/2024,7:41:02,7:41:17,15,ear,5682,5680,receiver,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,661.0
367,1,4,7/9/2024,7:44:44,7:44:47,3,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,883.0
368,1,4,7/9/2024,7:44:50,7:44:52,2,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,889.0
369,1,4,7/9/2024,7:45:08,7:45:27,19,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,907.0
370,1,4,7/9/2024,7:45:30,7:45:30,0,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,929.0
371,1,4,7/9/2024,7:45:34,7:45:42,8,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,933.0
372,1,4,7/9/2024,7:46:05,7:46:13,8,ear,5682,5680,receiver,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,964.0
373,1,4,7/9/2024,7:47:11,7:47:21,10,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1030.0
374,1,4,7/9/2024,7:47:23,7:47:35,12,ear,5682,5681,initiator,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1042.0
375,1,4,7/9/2024,7:49:28,7:49:33,5,ear,5684,5683,receiver,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1167.0
376,1,4,7/9/2024,7:50:17,7:50:23,6,ear,5681,5682,receiver,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1216.0
377,1,4,7/9/2024,7:50:40,7:50:49,9,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1239.0
378,1,4,7/9/2024,7:54:10,7:54:17,7,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1449.0
379,1,4,7/9/2024,7:55:21,7:55:37,16,tail,5682,5681,other,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1520.0
380,1,4,7/9/2024,7:55:28,7:55:28,0,ear,5684,5683,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1527.0
381,1,4,7/9/2024,7:55:37,7:55:51,14,tail,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1536.0
382,1,4,7/9/2024,7:56:59,7:57:05,6,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1618.0
383,1,4,7/9/2024,7:58:37,7:58:59,22,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1716.0
384,1,4,7/9/2024,7:59:00,7:59:03,3,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1739.0
385,1,4,7/9/2024,7:59:42,7:59:43,1,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1781.0
386,1,4,7/9/2024,7:59:46,7:59:47,1,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1785.0
387,1,4,7/9/2024,7:59:57,7:59:59,2,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240709073001_20240709080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709073001_20240709080001.mp4,1796.0
388,1,4,7/9/2024,8:00:01,8:00:03,2,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,0.0
389,1,4,7/9/2024,8:00:08,8:00:10,2,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,7.0
390,1,4,7/9/2024,8:00:11,8:00:19,8,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,10.0
391,1,4,7/9/2024,8:01:12,8:01:13,1,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,71.0
392,1,4,7/9/2024,8:01:15,8:01:24,9,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,74.0
393,1,4,7/9/2024,8:01:31,8:01:33,2,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,90.0
394,1,4,7/9/2024,8:01:38,8:01:40,2,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,97.0
395,1,4,7/9/2024,8:01:42,8:01:44,2,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,101.0
396,1,4,7/9/2024,8:01:45,8:02:25,40,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,104.0
397,1,4,7/9/2024,8:03:47,8:03:57,10,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,226.0
398,1,4,7/9/2024,8:04:25,8:04:27,2,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,264.0
399,1,4,7/9/2024,8:04:47,8:05:01,14,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,286.0
400,1,4,7/9/2024,8:05:57,8:05:58,1,tail,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,356.0
401,1,4,7/9/2024,8:06:23,8:06:31,8,tail,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,382.0
402,1,4,7/9/2024,8:11:37,8:12:58,81,ear,5684,5683,initiator,front,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,696.0
403,1,4,7/9/2024,8:13:22,8:13:38,16,ear,5684,5683,receiver,front,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,801.0
404,1,4,7/9/2024,8:14:24,8:14:26,2,ear,5684,5683,initiator,front,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,863.0
405,1,4,7/9/2024,8:17:16,8:17:32,16,tail,5684,5683,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,1035.0
406,1,4,7/9/2024,8:17:54,8:17:55,1,tail,5684,5681,receiver,front,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,1073.0
407,1,4,7/9/2024,8:23:33,8:23:37,4,ear,5684,5683,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,1412.0
408,1,4,7/9/2024,8:23:58,8:24:06,8,ear,5684,5683,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,1437.0
409,1,4,7/9/2024,8:24:09,8:24:09,0,ear,5684,5683,initiator,middle,True,8,N884A6_ch8_main_20240709080001_20240709083001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709080001_20240709083001.mp4,1448.0
410,1,4,7/9/2024,8:47:38,8:47:50,12,ear,5682,5681,receiver,back,True,8,N884A6_ch8_main_20240709083001_20240709090001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709083001_20240709090001.mp4,1057.0
411,1,4,7/9/2024,8:52:36,8:52:44,8,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240709083001_20240709090001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709083001_20240709090001.mp4,1355.0
412,1,4,7/9/2024,8:59:44,9:00:15,31,ear,5684,5681,interrupted,middle,True,8,N884A6_ch8_main_20240709083001_20240709090001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709083001_20240709090001.mp4,1783.0
413,1,4,7/9/2024,9:03:12,9:03:16,4,ear,5684,5683,receiver,front,True,8,N884A6_ch8_main_20240709090001_20240709093001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709090001_20240709093001.mp4,191.0
