event_idx,group,day,date,start_time,end_time,duration_sec,behavior,initiator_id,receiver_id,ended_by,pen_location,linked,camera_id,video_filename,video_path,event_offset_sec
200,1,1,,13:20:14,13:20:14,1,tail,5683,5681,initiator,back,True,7,N884A6_ch7_main_20240706130001_20240706133001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706130001_20240706133001.mp4,1213.0
201,1,1,,13:21:02,13:21:02,1,ear,5682,5680,initiator,front,True,7,N884A6_ch7_main_20240706130001_20240706133001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706130001_20240706133001.mp4,1261.0
202,1,1,,13:21:23,13:21:23,1,ear,5682,5680,initiator,front,True,7,N884A6_ch7_main_20240706130001_20240706133001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706130001_20240706133001.mp4,1282.0
203,1,1,,13:24:01,13:24:03,2,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706130001_20240706133001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706130001_20240706133001.mp4,1440.0
204,1,1,,13:33:37,13:34:18,41,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,216.0
205,1,1,,13:34:30,13:34:34,4,ear,5684,5683,receiver,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,269.0
206,1,1,,13:34:48,13:34:50,2,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,287.0
207,1,1,,13:34:58,13:35:10,12,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,297.0
208,1,1,,13:38:25,13:38:35,10,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,504.0
209,1,1,,13:38:35,13:38:40,5,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,514.0
210,1,1,,13:38:41,13:39:29,48,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,520.0
211,1,1,,13:41:00,13:41:01,1,ear,5681,5682,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,659.0
212,1,1,,13:42:47,13:43:03,16,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,766.0
213,1,1,,13:43:10,13:43:18,8,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,789.0
214,1,1,,13:49:34,13:49:43,9,ear,5680,5684,receiver,front,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,1173.0
215,1,1,,13:49:58,13:50:01,3,ear,5684,5680,initiator,front,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,1197.0
216,1,1,,13:51:46,13:51:47,1,ear,5680,5684,initiator,front,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,1305.0
217,1,1,,13:57:05,13:57:07,2,tail,5681,5682,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,1624.0
218,1,1,,14:02:50,14:02:52,2,ear,5683,5684,initiator,front,True,7,N884A6_ch7_main_20240706140001_20240706143001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706140001_20240706143001.mp4,169.0
219,1,1,,14:06:34,14:06:37,3,ear,5684,5683,receiver,front,True,7,N884A6_ch7_main_20240706140001_20240706143001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706140001_20240706143001.mp4,393.0
220,1,1,,14:18:47,14:18:50,3,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706140001_20240706143001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706140001_20240706143001.mp4,1126.0
221,1,1,,14:51:04,14:51:05,1,ear,5683,5682,receiver,front,True,7,N884A6_ch7_main_20240706143001_20240706150001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706143001_20240706150001.mp4,1263.0
222,1,1,,14:56:28,14:56:36,8,ear,5683,5682,receiver,front,True,7,N884A6_ch7_main_20240706143001_20240706150001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706143001_20240706150001.mp4,1587.0
223,1,1,,15:03:33,15:03:37,4,ear,5683,5681,receiver,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,212.0
224,1,1,,15:03:40,15:03:47,7,ear,5683,5681,receiver,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,219.0
225,1,1,,15:04:10,15:04:16,6,tail,5684,5681,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,249.0
226,1,1,,15:12:32,15:12:35,3,tail,5683,5680,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,751.0
227,1,1,,15:12:37,15:12:40,3,tail,5683,5680,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,756.0
228,1,1,,15:12:44,15:12:47,3,tail,5683,5680,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,763.0
229,1,1,,15:12:49,15:13:00,11,tail,5683,5680,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,768.0
230,1,1,,15:13:05,15:13:05,1,tail,5683,5680,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,784.0
231,1,1,,15:13:09,15:13:10,1,tail,5683,5680,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,788.0
232,1,1,,15:20:38,15:20:43,5,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1237.0
233,1,1,,15:21:29,15:21:37,8,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1288.0
234,1,1,,15:22:09,15:22:10,1,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1328.0
235,1,1,,15:22:12,15:22:13,1,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1331.0
236,1,1,,15:22:15,15:22:18,3,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1334.0
237,1,1,,15:23:14,15:23:20,6,ear,5682,5684,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1393.0
238,1,1,,15:23:22,15:23:28,6,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1401.0
239,1,1,,15:23:33,15:23:51,18,ear,5682,5684,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1412.0
240,1,1,,15:23:53,15:23:59,6,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1432.0
241,1,1,,15:24:00,15:24:29,29,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1439.0
242,1,1,,15:24:32,15:24:34,2,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1471.0
243,1,1,,15:27:19,15:27:20,1,tail,5682,5684,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1638.0
244,1,1,,15:27:34,15:27:35,1,tail,5682,5684,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1653.0
245,1,1,,15:28:27,15:28:38,11,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1706.0
246,1,1,,15:28:46,15:28:49,3,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1725.0
247,1,1,,15:29:20,15:29:52,32,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1759.0
248,1,1,,15:29:54,15:30:02,8,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1793.0
249,1,1,,15:30:27,15:30:27,1,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1826.0
250,1,1,,15:30:51,15:30:53,2,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1850.0
251,1,1,,15:30:59,15:31:02,3,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,1858.0
252,1,1,,15:35:52,15:36:18,26,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,351.0
253,1,1,,15:37:18,15:37:21,3,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,437.0
254,1,1,,15:37:22,15:37:46,24,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,441.0
255,1,1,,15:37:51,15:37:53,2,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,470.0
256,1,1,,15:38:09,15:38:12,3,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,488.0
257,1,1,,15:38:14,15:38:17,3,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,493.0
258,1,1,,15:39:28,15:39:29,1,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,567.0
259,1,1,,15:39:45,15:39:47,2,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,584.0
260,1,1,,15:41:19,15:41:20,1,ear,5680,5681,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,678.0
261,1,1,,15:44:36,15:44:42,6,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,875.0
262,1,1,,15:44:54,15:44:55,1,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,893.0
263,1,1,,15:45:07,15:45:08,1,ear,5680,5683,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,906.0
264,1,1,,15:48:15,15:48:25,10,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1094.0
265,1,1,,15:48:18,15:48:23,5,ear,5683,5684,initiator,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1097.0
266,1,1,,15:49:16,15:49:18,2,ear,5680,5682,receiver,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1155.0
267,1,1,,15:50:12,15:50:15,3,ear,5683,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1211.0
268,1,1,,15:50:36,15:50:37,1,ear,5680,5684,initiator,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1235.0
269,1,1,,15:55:17,15:56:21,64,ear,5683,5682,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1516.0
270,1,1,,16:06:17,16:06:20,3,ear,5683,5682,initiator,middle,True,7,N884A6_ch7_main_20240706160001_20240706163001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706160001_20240706163001.mp4,376.0
271,1,1,,16:18:12,16:18:46,34,tail,5684,5683,initiator,back,True,7,N884A6_ch7_main_20240706160001_20240706163001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706160001_20240706163001.mp4,1091.0
272,1,1,,16:21:12,16:21:14,2,ear,5683,5681,initiator,middle,True,7,N884A6_ch7_main_20240706160001_20240706163001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706160001_20240706163001.mp4,1271.0
273,1,1,,16:35:17,16:35:18,1,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,316.0
274,1,1,,16:35:30,16:35:48,18,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,329.0
275,1,1,,16:35:58,16:36:02,4,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,357.0
276,1,1,,16:36:05,16:36:12,7,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,364.0
277,1,1,,16:36:30,16:36:35,5,ear,5683,5680,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,389.0
278,1,1,,16:44:31,16:44:40,9,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,870.0
279,1,1,,16:44:50,16:44:58,8,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,889.0
280,1,1,,16:46:21,16:46:21,1,tail,5684,5682,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,980.0
281,1,1,,16:46:24,16:46:25,1,tail,5683,5682,initiator,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,983.0
282,1,1,,16:46:29,16:46:32,3,tail,5684,5683,interrupted,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,988.0
283,1,1,,16:46:37,16:46:39,2,tail,5683,5682,initiator,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,996.0
284,1,1,,16:48:09,16:48:27,18,tail,5684,6682,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1088.0
285,1,1,,16:49:03,16:49:04,1,tail,5684,5682,initiator,back,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1142.0
286,1,1,,16:52:39,16:52:46,7,ear,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1358.0
287,1,1,,16:52:48,16:52:50,2,ear,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1367.0
288,1,1,,16:54:24,16:54:26,2,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1463.0
289,1,1,,16:57:22,16:57:33,11,ear,5684,5681,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1641.0
290,1,1,,17:05:45,17:05:45,1,ear,5681,5680,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,344.0
291,1,1,,17:06:22,17:06:22,1,tail,5682,5680,initiator,back,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,381.0
292,1,1,,17:20:22,17:20:41,19,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1221.0
293,1,1,,17:20:47,17:21:00,13,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1246.0
294,1,1,,17:21:58,17:22:03,5,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1317.0
295,1,1,,17:22:05,17:22:13,8,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1324.0
296,1,1,,17:22:25,17:22:25,1,ear,5682,5680,initiator,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1344.0
297,1,1,,17:22:36,17:22:37,1,ear,5680,5682,receiver,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1355.0
298,1,1,,17:22:53,17:23:00,7,tail,5684,5681,receiver,back,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1372.0
299,1,1,,17:24:27,17:24:27,1,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1466.0
300,1,1,,17:33:27,17:33:31,4,ear,5684,5683,initiator,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,206.0
301,1,1,,17:33:48,17:33:52,4,ear,5684,5683,initiator,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,227.0
302,1,1,,17:34:06,17:34:32,26,ear,5684,5683,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,245.0
303,1,1,,17:34:35,17:34:38,3,ear,5684,5683,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,274.0
