event_idx,group,day,date,start_time,end_time,duration_sec,behavior,initiator_id,receiver_id,ended_by,pen_location,linked,camera_id,video_filename,video_path,event_offset_sec,video_id,_primary_label,calc_offset_sec,duration_sec_fixed,duration_was_fixed,verify_ok,verify_reason
206,1,1,,13:34:48,13:34:50,2,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,287.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,287.0,2.0,False,True,ok
207,1,1,,13:34:58,13:35:10,12,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,297.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,297.0,12.0,False,True,ok
208,1,1,,13:38:25,13:38:35,10,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,504.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,504.0,10.0,False,True,ok
209,1,1,,13:38:35,13:38:40,5,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,514.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,514.0,5.0,False,True,ok
210,1,1,,13:38:41,13:39:29,48,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,520.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,520.0,48.0,False,True,ok
211,1,1,,13:41:00,13:41:01,1,ear,5681,5682,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,659.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,659.0,1.0,False,True,ok
212,1,1,,13:42:47,13:43:03,16,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,766.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,766.0,16.0,False,True,ok
213,1,1,,13:43:10,13:43:18,8,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,789.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,789.0,8.0,False,True,ok
214,1,1,,13:49:34,13:49:43,9,ear,5680,5684,receiver,front,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,1173.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,1173.0,9.0,False,True,ok
215,1,1,,13:49:58,13:50:01,3,ear,5684,5680,initiator,front,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,1197.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,1197.0,3.0,False,True,ok
216,1,1,,13:51:46,13:51:47,1,ear,5680,5684,initiator,front,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,1305.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,1305.0,1.0,False,True,ok
217,1,1,,13:57:05,13:57:07,2,tail,5681,5682,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,1624.0,n884a6_ch7_main_20240706133001_20240706140001.mp4,unknown,1624.0,2.0,False,True,ok
221,1,1,,14:51:04,14:51:05,1,ear,5683,5682,receiver,front,True,7,N884A6_ch7_main_20240706143001_20240706150001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706143001_20240706150001.mp4,1263.0,n884a6_ch7_main_20240706143001_20240706150001.mp4,unknown,1263.0,1.0,False,True,ok
222,1,1,,14:56:28,14:56:36,8,ear,5683,5682,receiver,front,True,7,N884A6_ch7_main_20240706143001_20240706150001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706143001_20240706150001.mp4,1587.0,n884a6_ch7_main_20240706143001_20240706150001.mp4,unknown,1587.0,8.0,False,True,ok
252,1,1,,15:35:52,15:36:18,26,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,351.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,351.0,26.0,False,True,ok
253,1,1,,15:37:18,15:37:21,3,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,437.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,437.0,3.0,False,True,ok
254,1,1,,15:37:22,15:37:46,24,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,441.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,441.0,24.0,False,True,ok
255,1,1,,15:37:51,15:37:53,2,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,470.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,470.0,2.0,False,True,ok
256,1,1,,15:38:09,15:38:12,3,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,488.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,488.0,3.0,False,True,ok
257,1,1,,15:38:14,15:38:17,3,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,493.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,493.0,3.0,False,True,ok
258,1,1,,15:39:28,15:39:29,1,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,567.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,567.0,1.0,False,True,ok
259,1,1,,15:39:45,15:39:47,2,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,584.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,584.0,2.0,False,True,ok
260,1,1,,15:41:19,15:41:20,1,ear,5680,5681,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,678.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,678.0,1.0,False,True,ok
261,1,1,,15:44:36,15:44:42,6,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,875.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,875.0,6.0,False,True,ok
262,1,1,,15:44:54,15:44:55,1,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,893.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,893.0,1.0,False,True,ok
263,1,1,,15:45:07,15:45:08,1,ear,5680,5683,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,906.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,906.0,1.0,False,True,ok
264,1,1,,15:48:15,15:48:25,10,ear,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1094.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,1094.0,10.0,False,True,ok
265,1,1,,15:48:18,15:48:23,5,ear,5683,5684,initiator,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1097.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,1097.0,5.0,False,True,ok
266,1,1,,15:49:16,15:49:18,2,ear,5680,5682,receiver,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1155.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,1155.0,2.0,False,True,ok
267,1,1,,15:50:12,15:50:15,3,ear,5683,5680,receiver,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1211.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,1211.0,3.0,False,True,ok
268,1,1,,15:50:36,15:50:37,1,ear,5680,5684,initiator,front,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1235.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,1235.0,1.0,False,True,ok
269,1,1,,15:55:17,15:56:21,64,ear,5683,5682,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,1516.0,n884a6_ch7_main_20240706153001_20240706160001.mp4,unknown,1516.0,64.0,False,True,ok
273,1,1,,16:35:17,16:35:18,1,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,316.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,316.0,1.0,False,True,ok
274,1,1,,16:35:30,16:35:48,18,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,329.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,329.0,18.0,False,True,ok
275,1,1,,16:35:58,16:36:02,4,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,357.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,357.0,4.0,False,True,ok
276,1,1,,16:36:05,16:36:12,7,ear,5683,5680,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,364.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,364.0,7.0,False,True,ok
277,1,1,,16:36:30,16:36:35,5,ear,5683,5680,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,389.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,389.0,5.0,False,True,ok
278,1,1,,16:44:31,16:44:40,9,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,870.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,870.0,9.0,False,True,ok
279,1,1,,16:44:50,16:44:58,8,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,889.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,889.0,8.0,False,True,ok
280,1,1,,16:46:21,16:46:21,0,tail,5684,5682,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,980.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,980.0,1.0,True,True,ok
281,1,1,,16:46:24,16:46:25,1,tail,5683,5682,initiator,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,983.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,983.0,1.0,False,True,ok
282,1,1,,16:46:29,16:46:32,3,tail,5684,5683,interrupted,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,988.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,988.0,3.0,False,True,ok
283,1,1,,16:46:37,16:46:39,2,tail,5683,5682,initiator,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,996.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,996.0,2.0,False,True,ok
284,1,1,,16:48:09,16:48:27,18,tail,5684,6682,receiver,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1088.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,1088.0,18.0,False,True,ok
285,1,1,,16:49:03,16:49:04,1,tail,5684,5682,initiator,back,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1142.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,1142.0,1.0,False,True,ok
286,1,1,,16:52:39,16:52:46,7,ear,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1358.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,1358.0,7.0,False,True,ok
287,1,1,,16:52:48,16:52:50,2,ear,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1367.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,1367.0,2.0,False,True,ok
288,1,1,,16:54:24,16:54:26,2,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1463.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,1463.0,2.0,False,True,ok
289,1,1,,16:57:22,16:57:33,11,ear,5684,5681,receiver,front,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1641.0,n884a6_ch7_main_20240706163001_20240706170001.mp4,unknown,1641.0,11.0,False,True,ok
290,1,1,,17:05:45,17:05:45,0,ear,5681,5680,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,344.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,344.0,1.0,True,True,ok
291,1,1,,17:06:22,17:06:22,0,tail,5682,5680,initiator,back,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,381.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,381.0,1.0,True,True,ok
292,1,1,,17:20:22,17:20:41,19,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1221.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,1221.0,19.0,False,True,ok
293,1,1,,17:20:47,17:21:00,13,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1246.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,1246.0,13.0,False,True,ok
294,1,1,,17:21:58,17:22:03,5,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1317.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,1317.0,5.0,False,True,ok
295,1,1,,17:22:05,17:22:13,8,ear,5682,5684,receiver,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1324.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,1324.0,8.0,False,True,ok
296,1,1,,17:22:25,17:22:25,0,ear,5682,5680,initiator,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1344.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,1344.0,1.0,True,True,ok
297,1,1,,17:22:36,17:22:37,1,ear,5680,5682,receiver,front,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1355.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,1355.0,1.0,False,True,ok
298,1,1,,17:22:53,17:23:00,7,tail,5684,5681,receiver,back,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1372.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,1372.0,7.0,False,True,ok
299,1,1,,17:24:27,17:24:27,0,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240706170001_20240706173001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706170001_20240706173001.mp4,1466.0,n884a6_ch7_main_20240706170001_20240706173001.mp4,unknown,1466.0,1.0,True,True,ok
300,1,1,,17:33:27,17:33:31,4,ear,5684,5683,initiator,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,206.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,206.0,4.0,False,True,ok
301,1,1,,17:33:48,17:33:52,4,ear,5684,5683,initiator,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,227.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,227.0,4.0,False,True,ok
302,1,1,,17:34:06,17:34:32,26,ear,5684,5683,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,245.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,245.0,26.0,False,True,ok
303,1,1,,17:34:35,17:34:38,3,ear,5684,5683,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,274.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,274.0,3.0,False,True,ok
304,1,1,,17:38:55,17:39:01,6,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,534.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,534.0,6.0,False,True,ok
305,1,1,,17:41:12,17:41:13,1,ear,5682,5684,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,671.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,671.0,1.0,False,True,ok
306,1,1,,17:44:07,17:44:07,0,ear,5682,5683,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,846.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,846.0,1.0,True,True,ok
307,1,1,,17:45:27,17:45:28,1,ear,5680,5684,receiver,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,926.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,926.0,1.0,False,True,ok
308,1,1,,17:45:29,17:45:30,1,ear,5680,5684,initiator,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,928.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,928.0,1.0,False,True,ok
309,1,1,,17:45:33,17:45:35,2,ear,5680,5684,initiator,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,932.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,932.0,2.0,False,True,ok
310,1,1,,17:46:01,17:46:06,5,ear,5680,5684,receiver,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,960.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,960.0,5.0,False,True,ok
311,1,1,,17:51:45,17:51:50,5,ear,5682,5680,initiator,front,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,1304.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,1304.0,5.0,False,True,ok
312,1,1,,17:54:15,17:54:17,2,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,1454.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,1454.0,2.0,False,True,ok
313,1,1,,17:54:37,17:54:39,2,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,1476.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,1476.0,2.0,False,True,ok
314,1,1,,17:54:53,17:54:53,0,ear,5682,5681,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,1492.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,1492.0,1.0,True,True,ok
315,1,1,,17:58:12,17:58:28,16,ear,5682,5680,receiver,back,True,7,N884A6_ch7_main_20240706173001_20240706180001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706173001_20240706180001.mp4,1691.0,n884a6_ch7_main_20240706173001_20240706180001.mp4,unknown,1691.0,16.0,False,True,ok
334,1,4,2024-07-09,06:31:09,06:31:13,4,tail,5684,5683,initiator,front,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709063000_20240709070000.mp4,69.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown,69.0,4.0,False,True,ok
335,1,4,2024-07-09,06:41:09,06:41:11,2,ear,5683,5684,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709063000_20240709070000.mp4,669.0,n884a6_ch7_main_20240709063000_20240709070000.mp4,unknown,669.0,2.0,False,True,ok
